feature,imp_mean,imp_lo,imp_hi,n_boot_actual,backend
NSlits,0.9406562196904906,0.7651404015843277,1.1424967179034138,350,XGB-GPU
DACL,0.21292761838448315,0.16948740386704822,0.25607709258875894,350,XGB-GPU
DI,0.05445489082485012,0.013617082279287776,0.10646227550923422,350,XGB-GPU
LES,0.04902554890617587,0.024633992740985954,0.07448361561112113,350,XGB-GPU
