alternative,phi_plus,phi_minus,phi,rank
3,0.6406391451630813,0.04650335799446493,0.5941357871686164,1
1,0.26302536584943603,0.3202530068452782,-0.057227640995842155,2
2,0.184730685075225,0.41663446358662387,-0.23190377851139887,3
4,0.1422676221377179,0.4472719897990933,-0.3050043676613754,4
