feature,imp_mean,imp_lo,imp_hi,n_boot_actual,backend
NSlits,1.3088151453704537,1.0650698128172982,1.521745166023866,300,XGB-GPU
DACL,0.1188750349520636,0.07746511977552428,0.1606548348656042,300,XGB-GPU
DI,0.026623261435024068,0.017788595827066826,0.04155442664799575,300,XGB-GPU
LES,0.01972098858215934,0.0013348439817968722,0.047364860192064956,300,XGB-GPU
