feature,imp_mean,imp_lo,imp_hi,n_boot_actual,backend
DACL,0.4358885238456754,0.1075444281839426,0.7271690038010772,350,XGB-GPU
NSlits,0.2929112663905869,0.001388097965097386,0.8195083283261653,350,XGB-GPU
LES,0.2233042979874862,0.03566113724983965,0.5372227587757449,350,XGB-GPU
DI,0.21166519461158867,0.08444022709908461,0.4406157382419358,350,XGB-GPU
