feature,imp_mean,imp_lo,imp_hi,n_boot_actual,backend
NSlits,0.8446005117043537,0.6477823071139537,1.1125611503551442,250,XGB-GPU
DACL,0.25456152405424537,0.19813166915198732,0.31640297895076475,250,XGB-GPU
DI,0.09660710335915798,0.03205459741960012,0.1749859570926097,250,XGB-GPU
LES,0.0625360759854229,0.03555764612255473,0.08907113403856279,250,XGB-GPU
